TimeStamp,Value,HapticFeedback
2023-12-21 22:13:18,121,True
2023-12-21 22:13:21,123,False
2023-12-21 22:13:21,125,False
2023-12-21 22:13:22,128,True
2023-12-21 22:13:25,127,False
2023-12-21 22:13:26,129,True
2023-12-21 22:13:27,130,False
2023-12-21 22:13:30,126,False
2023-12-21 22:13:30,124,True
2023-12-21 22:13:31,123,False
2023-12-21 22:13:34,119,False
2023-12-21 22:13:35,118,True
2023-12-21 22:13:36,117,False
2023-12-21 22:13:37,116,False
2023-12-21 22:13:38,114,False
2023-12-21 22:13:39,113,False
2023-12-21 22:13:40,112,True
2023-12-21 22:13:41,111,False
2023-12-21 22:13:42,110,False
2023-12-21 22:13:43,108,False
2023-12-21 22:13:44,107,False
2023-12-21 22:13:45,106,True
2023-12-21 22:13:47,105,False
2023-12-21 22:13:48,107,False
2023-12-21 22:13:49,108,False
2023-12-21 22:13:50,109,True
2023-12-21 22:13:53,110,False
2023-12-21 22:13:53,109,False
2023-12-21 22:13:54,110,False
2023-12-21 22:14:00,111,True
2023-12-21 22:14:03,112,False
2023-12-21 22:14:04,111,False
2023-12-21 22:14:05,114,True
2023-12-21 22:14:06,116,False
2023-12-21 22:14:11,118,True
2023-12-21 22:14:13,119,False
2023-12-21 22:14:14,118,False
2023-12-21 22:14:15,117,False
2023-12-21 22:14:19,116,True
2023-12-21 22:14:21,114,False
2023-12-21 22:14:21,113,False
2023-12-21 22:14:22,111,False
2023-12-21 22:14:23,110,True
2023-12-21 22:14:24,108,False
2023-12-21 22:14:25,107,False
2023-12-21 22:14:30,109,True
2023-12-21 22:14:30,111,False
2023-12-21 22:14:31,109,False
2023-12-21 22:14:32,108,False
2023-12-21 22:14:33,106,False
2023-12-21 22:14:34,105,True
2023-12-21 22:14:35,104,False
2023-12-21 22:14:36,106,False
2023-12-21 22:14:41,107,True
2023-12-21 22:14:41,108,False
2023-12-21 22:14:44,107,False
2023-12-21 22:14:44,108,False
2023-12-21 22:14:45,109,True
2023-12-21 22:14:46,110,False
2023-12-21 22:14:48,109,False
2023-12-21 22:14:49,108,True
2023-12-21 22:14:51,110,False
2023-12-21 22:14:52,111,False
2023-12-21 22:14:53,112,True
2023-12-21 22:14:54,113,False
2023-12-21 22:14:55,112,False
2023-12-21 22:14:56,111,False
2023-12-21 22:14:58,113,True
2023-12-21 22:14:59,114,False
2023-12-21 22:15:00,112,False
2023-12-21 22:15:02,113,False
2023-12-21 22:15:03,115,True
2023-12-21 22:15:04,114,False
2023-12-21 22:15:05,113,False
2023-12-21 22:15:08,112,True
2023-12-21 22:15:08,113,False
2023-12-21 22:15:09,112,False
2023-12-21 22:15:15,113,True
2023-12-21 22:15:21,111,True
2023-12-21 22:15:21,112,False
2023-12-21 22:15:22,109,False
2023-12-21 22:15:23,110,False
2023-12-21 22:15:24,111,False
2023-12-21 22:15:25,112,True
2023-12-21 22:15:26,113,False
2023-12-21 22:15:27,112,False
2023-12-21 22:15:28,111,False
2023-12-21 22:15:32,112,True
2023-12-21 22:15:34,111,False
2023-12-21 22:15:34,110,False
2023-12-21 22:15:38,111,True
2023-12-21 22:15:40,112,False
2023-12-21 22:15:43,111,True
2023-12-21 22:15:45,113,False
2023-12-21 22:15:48,112,True
2023-12-21 22:15:50,110,False
2023-12-21 22:15:51,108,False
2023-12-21 22:15:51,109,False
2023-12-21 22:15:54,110,True
2023-12-21 22:15:54,109,False
2023-12-21 22:15:55,107,False
2023-12-21 22:15:58,109,False
2023-12-21 22:15:58,110,True
2023-12-21 22:16:01,107,False
2023-12-21 22:16:01,105,False
2023-12-21 22:16:01,106,False
2023-12-21 22:16:02,107,True
2023-12-21 22:16:03,0,False
2023-12-21 22:16:04,108,False
2023-12-21 22:16:05,110,False
2023-12-21 22:16:06,111,True
2023-12-21 22:16:09,110,False
2023-12-21 22:16:12,111,True
2023-12-21 22:16:13,110,False
2023-12-21 22:16:14,109,False
2023-12-21 22:16:16,108,False
2023-12-21 22:16:20,109,True
2023-12-21 22:16:31,108,True
2023-12-21 22:16:32,109,False
2023-12-21 22:16:33,110,False
2023-12-21 22:16:34,111,False
2023-12-21 22:16:37,110,True
2023-12-21 22:16:39,109,False
2023-12-21 22:16:40,108,False
2023-12-21 22:16:41,107,False
2023-12-21 22:16:44,108,True
2023-12-21 22:16:46,109,False
2023-12-21 22:16:47,110,False
2023-12-21 22:16:48,111,True
2023-12-21 22:16:55,112,True
2023-12-21 22:16:55,113,False
2023-12-21 22:16:56,114,False
2023-12-21 22:17:00,113,True
2023-12-21 22:17:00,112,False
2023-12-21 22:17:01,111,False
2023-12-21 22:17:02,110,False
2023-12-21 22:17:04,0,False
2023-12-21 22:17:05,109,True
2023-12-21 22:17:06,110,False
2023-12-21 22:17:07,111,False
2023-12-21 22:17:10,113,True
2023-12-21 22:17:15,112,True
2023-12-21 22:17:16,113,False
2023-12-21 22:17:17,112,False
2023-12-21 22:17:20,113,True
2023-12-21 22:17:21,112,False
2023-12-21 22:17:22,111,False
2023-12-21 22:17:28,110,True
2023-12-21 22:17:29,109,False
2023-12-21 22:17:34,110,True
2023-12-21 22:17:35,109,False
2023-12-21 22:17:37,108,False
2023-12-21 22:17:39,107,True
2023-12-21 22:17:42,108,False
2023-12-21 22:17:42,109,False
2023-12-21 22:17:45,110,True
2023-12-21 22:17:45,111,False
2023-12-21 22:17:46,110,False
2023-12-21 22:17:48,108,False
2023-12-21 22:17:51,107,True
2023-12-21 22:17:59,106,True
