TimeStamp,Value,HapticFeedback
2023-12-27 20:56:11,84,False
2023-12-27 20:56:12,85,False
2023-12-27 20:56:13,86,False
2023-12-27 20:56:15,85,False
2023-12-27 20:56:17,86,False
2023-12-27 20:56:18,0,False
2023-12-27 20:56:19,89,False
2023-12-27 20:56:20,92,False
2023-12-27 20:56:21,94,False
2023-12-27 20:56:22,95,False
2023-12-27 20:56:24,94,False
2023-12-27 20:56:27,92,False
2023-12-27 20:56:29,91,False
2023-12-27 20:56:32,92,False
2023-12-27 20:56:35,91,False
2023-12-27 20:56:36,90,False
2023-12-27 20:56:37,91,False
2023-12-27 20:56:38,90,False
2023-12-27 20:56:39,89,False
2023-12-27 20:56:40,88,False
2023-12-27 20:56:45,87,False
2023-12-27 20:56:47,88,False
2023-12-27 20:56:49,86,False
2023-12-27 20:56:50,0,False
2023-12-27 20:56:51,86,False
2023-12-27 20:56:52,87,False
2023-12-27 20:56:55,88,False
2023-12-27 20:56:56,89,False
2023-12-27 20:56:57,88,False
2023-12-27 20:56:59,87,False
2023-12-27 20:57:00,88,False
2023-12-27 20:57:01,89,False
2023-12-27 20:57:02,88,False
2023-12-27 20:57:03,87,False
2023-12-27 20:57:04,88,False
2023-12-27 20:57:05,89,False
2023-12-27 20:57:07,90,False
2023-12-27 20:57:08,92,False
2023-12-27 20:57:09,95,False
2023-12-27 20:57:12,96,False
2023-12-27 20:57:13,97,False
2023-12-27 20:57:14,96,False
2023-12-27 20:57:15,97,False
2023-12-27 20:57:16,98,False
2023-12-27 20:57:18,97,False
2023-12-27 20:57:19,98,False
2023-12-27 20:57:20,100,False
2023-12-27 20:57:25,102,False
2023-12-27 20:57:27,101,False
2023-12-27 20:57:29,99,False
2023-12-27 20:57:30,101,False
2023-12-27 20:57:31,102,False
2023-12-27 20:57:32,103,False
2023-12-27 20:57:33,102,False
2023-12-27 20:57:34,103,False
2023-12-27 20:57:36,102,False
2023-12-27 20:57:37,101,False
2023-12-27 20:57:38,100,False
2023-12-27 20:57:39,102,False
2023-12-27 20:57:40,100,False
2023-12-27 20:57:42,99,False
2023-12-27 20:57:43,98,False
2023-12-27 20:57:44,99,False
2023-12-27 20:57:46,98,False
2023-12-27 20:57:47,97,False
2023-12-27 20:57:48,96,False
2023-12-27 20:57:49,94,False
2023-12-27 20:57:50,93,False
2023-12-27 20:57:51,95,False
2023-12-27 20:57:52,94,False
2023-12-27 20:57:53,95,False
2023-12-27 20:57:55,94,False
2023-12-27 20:57:56,93,False
2023-12-27 20:57:57,92,False
2023-12-27 20:57:59,91,False
2023-12-27 20:58:00,90,False
2023-12-27 20:58:03,91,False
2023-12-27 20:58:04,90,False
2023-12-27 20:58:06,91,False
2023-12-27 20:58:07,90,False
2023-12-27 20:58:08,89,False
