TimeStamp,Value,HapticFeedback
2023-12-27 15:52:33,93,False
2023-12-27 15:52:35,91,False
2023-12-27 15:52:35,92,False
2023-12-27 15:52:36,90,False
2023-12-27 15:52:37,91,False
2023-12-27 15:52:38,92,False
2023-12-27 15:52:40,91,False
2023-12-27 15:52:43,93,False
2023-12-27 15:52:44,94,False
2023-12-27 15:52:45,95,False
2023-12-27 15:52:48,94,False
2023-12-27 15:52:51,95,False
2023-12-27 15:52:54,94,False
2023-12-27 15:52:54,95,False
2023-12-27 15:52:55,0,False
2023-12-27 15:52:56,95,False
2023-12-27 15:52:59,97,False
2023-12-27 15:52:59,100,False
2023-12-27 15:53:00,104,False
2023-12-27 15:53:01,106,False
2023-12-27 15:53:02,107,False
2023-12-27 15:53:03,108,False
2023-12-27 15:53:04,107,False
2023-12-27 15:53:07,106,False
2023-12-27 15:53:09,107,False
2023-12-27 15:53:12,106,False
2023-12-27 15:53:13,105,False
2023-12-27 15:53:14,104,False
2023-12-27 15:53:15,103,False
2023-12-27 15:53:16,104,False
2023-12-27 15:53:17,105,False
2023-12-27 15:53:21,104,False
2023-12-27 15:53:21,103,False
2023-12-27 15:53:23,102,False
2023-12-27 15:53:24,103,False
2023-12-27 15:53:25,104,False
2023-12-27 15:53:26,0,False
2023-12-27 15:53:27,105,False
2023-12-27 15:53:32,104,False
2023-12-27 15:53:33,103,False
2023-12-27 15:53:34,102,False
2023-12-27 15:53:36,106,False
2023-12-27 15:53:37,103,False
2023-12-27 15:53:38,100,False
2023-12-27 15:53:39,97,False
2023-12-27 15:53:40,95,False
2023-12-27 15:53:41,97,False
2023-12-27 15:53:42,98,False
2023-12-27 15:53:43,99,False
2023-12-27 15:53:44,97,False
2023-12-27 15:53:45,99,False
2023-12-27 15:53:46,98,False
2023-12-27 15:53:47,97,False
2023-12-27 15:53:48,98,False
2023-12-27 15:53:49,97,False
2023-12-27 15:53:54,98,False
2023-12-27 15:53:55,97,False
2023-12-27 15:53:56,98,False
2023-12-27 15:54:00,99,False
2023-12-27 15:54:02,98,False
2023-12-27 15:54:03,97,False
2023-12-27 15:54:04,95,False
2023-12-27 15:54:07,98,False
2023-12-27 15:54:08,99,False
2023-12-27 15:54:09,101,False
2023-12-27 15:54:10,104,False
2023-12-27 15:54:11,105,False
2023-12-27 15:54:12,106,False
2023-12-27 15:54:13,103,False
2023-12-27 15:54:14,101,False
2023-12-27 15:54:16,102,False
2023-12-27 15:54:17,103,False
2023-12-27 15:54:18,102,False
2023-12-27 15:54:19,103,False
2023-12-27 15:54:20,104,False
2023-12-27 15:54:23,106,False
2023-12-27 15:54:24,107,False
2023-12-27 15:54:25,108,False
2023-12-27 15:54:26,107,False
2023-12-27 15:54:27,108,False
2023-12-27 15:54:28,107,False
2023-12-27 15:54:29,106,False
2023-12-27 15:54:30,105,False
2023-12-27 15:54:35,104,False
2023-12-27 15:54:36,105,False
2023-12-27 15:54:37,104,False
2023-12-27 15:54:40,103,False
2023-12-27 15:54:41,102,False
2023-12-27 15:54:42,100,False
2023-12-27 15:54:44,99,False
2023-12-27 15:54:45,96,False
2023-12-27 15:54:45,98,False
2023-12-27 15:54:47,95,False
2023-12-27 15:54:48,94,False
2023-12-27 15:54:59,95,False
2023-12-27 15:55:02,96,False
2023-12-27 15:55:03,0,False
2023-12-27 15:55:04,98,False
2023-12-27 15:55:06,99,False
2023-12-27 15:55:07,100,False
2023-12-27 15:55:11,101,False
2023-12-27 15:55:13,102,False
2023-12-27 15:55:14,103,False
2023-12-27 15:55:15,104,False
2023-12-27 15:55:18,103,False
2023-12-27 15:55:19,102,False
2023-12-27 15:55:22,103,False
2023-12-27 15:55:25,102,False
2023-12-27 15:55:29,103,False
2023-12-27 15:55:36,102,False
2023-12-27 15:55:37,103,False
2023-12-27 15:55:41,104,False
2023-12-27 15:55:43,105,False
2023-12-27 15:55:44,106,False
2023-12-27 15:55:45,105,False
2023-12-27 15:55:46,104,False
2023-12-27 15:55:47,103,False
2023-12-27 15:55:48,102,False
2023-12-27 15:55:50,101,False
2023-12-27 15:55:52,100,False
2023-12-27 15:55:53,101,False
2023-12-27 15:55:54,102,False
2023-12-27 15:55:55,103,False
2023-12-27 15:56:00,104,False
2023-12-27 15:56:01,105,False
2023-12-27 15:56:02,106,False
2023-12-27 15:56:04,0,False
2023-12-27 15:56:05,106,False
2023-12-27 15:56:06,105,False
2023-12-27 15:56:11,104,False
2023-12-27 15:56:13,105,False
2023-12-27 15:56:14,107,False
2023-12-27 15:56:16,105,False
2023-12-27 15:56:17,103,False
2023-12-27 15:56:18,105,False
2023-12-27 15:56:21,106,False
2023-12-27 15:56:24,105,False
2023-12-27 15:56:26,104,False
2023-12-27 15:56:31,105,False
2023-12-27 15:56:31,106,False
2023-12-27 15:56:32,108,False
2023-12-27 15:56:35,106,False
2023-12-27 15:56:35,104,False
2023-12-27 15:56:36,103,False
2023-12-27 15:56:37,101,False
2023-12-27 15:56:38,102,False
2023-12-27 15:56:39,105,False
2023-12-27 15:56:40,106,False
2023-12-27 15:56:41,105,False
