TimeStamp,Value,HapticFeedback
2023-12-27 16:22:35,83,False
2023-12-27 16:22:36,82,False
2023-12-27 16:22:39,81,False
2023-12-27 16:22:40,80,False
2023-12-27 16:22:41,79,False
2023-12-27 16:22:42,78,False
2023-12-27 16:22:44,79,False
2023-12-27 16:22:49,78,False
2023-12-27 16:22:52,79,False
2023-12-27 16:22:53,80,False
2023-12-27 16:22:54,79,False
2023-12-27 16:22:55,81,False
2023-12-27 16:22:58,80,False
2023-12-27 16:23:02,81,False
2023-12-27 16:23:03,80,False
2023-12-27 16:23:04,79,False
2023-12-27 16:23:05,77,False
2023-12-27 16:23:06,75,False
2023-12-27 16:23:07,74,False
2023-12-27 16:23:08,73,False
2023-12-27 16:23:09,74,False
2023-12-27 16:23:10,75,False
2023-12-27 16:23:11,74,False
2023-12-27 16:23:14,73,False
2023-12-27 16:23:17,0,False
2023-12-27 16:23:18,73,False
2023-12-27 16:23:19,75,False
2023-12-27 16:23:21,77,False
2023-12-27 16:23:22,79,False
2023-12-27 16:23:23,81,False
2023-12-27 16:23:24,83,False
2023-12-27 16:23:25,85,False
2023-12-27 16:23:27,87,False
2023-12-27 16:23:28,86,False
2023-12-27 16:23:30,87,False
2023-12-27 16:23:31,86,False
2023-12-27 16:23:33,84,False
2023-12-27 16:23:34,83,False
2023-12-27 16:23:35,82,False
2023-12-27 16:23:36,81,False
2023-12-27 16:23:38,80,False
2023-12-27 16:23:40,79,False
2023-12-27 16:23:41,78,False
2023-12-27 16:23:42,79,False
2023-12-27 16:23:43,81,False
2023-12-27 16:23:44,80,False
2023-12-27 16:23:45,78,False
2023-12-27 16:23:46,77,False
2023-12-27 16:23:47,78,False
2023-12-27 16:23:48,79,False
2023-12-27 16:23:49,78,False
2023-12-27 16:23:50,77,False
2023-12-27 16:23:52,78,False
2023-12-27 16:23:54,77,False
2023-12-27 16:24:01,0,False
2023-12-27 16:24:01,75,False
2023-12-27 16:24:02,76,False
2023-12-27 16:24:02,74,False
2023-12-27 16:24:04,77,False
2023-12-27 16:24:06,78,False
2023-12-27 16:24:07,79,False
2023-12-27 16:24:08,80,False
2023-12-27 16:24:09,81,False
2023-12-27 16:24:10,80,False
2023-12-27 16:24:11,78,False
2023-12-27 16:24:12,77,False
2023-12-27 16:24:13,75,False
2023-12-27 16:24:14,76,False
2023-12-27 16:24:15,77,False
2023-12-27 16:24:16,76,False
2023-12-27 16:24:19,75,False
2023-12-27 16:24:20,73,False
2023-12-27 16:24:21,77,False
2023-12-27 16:24:22,79,False
2023-12-27 16:24:23,81,False
2023-12-27 16:24:24,83,False
2023-12-27 16:24:25,81,False
2023-12-27 16:24:27,80,False
2023-12-27 16:24:29,79,False
2023-12-27 16:24:30,78,False
2023-12-27 16:24:31,81,False
2023-12-27 16:24:32,80,False
2023-12-27 16:24:35,79,False
2023-12-27 16:24:37,80,False
2023-12-27 16:24:37,84,False
2023-12-27 16:24:38,85,False
2023-12-27 16:24:40,86,False
2023-12-27 16:24:41,85,False
2023-12-27 16:24:42,86,False
2023-12-27 16:24:43,85,False
2023-12-27 16:24:44,83,False
