TimeStamp,Value,HapticFeedback
2023-12-27 15:59:39,77,False
2023-12-27 15:59:41,76,False
2023-12-27 15:59:42,77,False
2023-12-27 15:59:43,78,False
2023-12-27 15:59:45,79,False
2023-12-27 15:59:46,80,False
2023-12-27 15:59:47,79,False
2023-12-27 15:59:48,78,False
2023-12-27 15:59:49,77,False
2023-12-27 15:59:51,75,False
2023-12-27 15:59:52,76,False
2023-12-27 15:59:55,78,False
2023-12-27 15:59:56,77,False
2023-12-27 15:59:59,76,False
2023-12-27 15:59:59,77,False
2023-12-27 16:00:00,79,False
2023-12-27 16:00:01,77,False
2023-12-27 16:00:02,93,False
2023-12-27 16:00:03,80,False
2023-12-27 16:00:04,81,False
2023-12-27 16:00:05,80,False
2023-12-27 16:00:06,79,False
2023-12-27 16:00:07,78,False
2023-12-27 16:00:35,76,False
2023-12-27 16:00:36,0,False
2023-12-27 16:00:44,78,False
2023-12-27 16:00:46,77,False
2023-12-27 16:00:48,80,False
2023-12-27 16:01:03,75,False
2023-12-27 16:01:04,78,False
2023-12-27 16:01:05,79,False
2023-12-27 16:01:07,77,False
2023-12-27 16:01:10,76,False
2023-12-27 16:01:12,77,False
2023-12-27 16:01:13,78,False
2023-12-27 16:01:14,75,False
2023-12-27 16:01:16,74,False
2023-12-27 16:01:17,76,False
2023-12-27 16:01:18,75,False
2023-12-27 16:01:19,74,False
2023-12-27 16:01:20,73,False
2023-12-27 16:01:21,75,False
2023-12-27 16:01:22,76,False
2023-12-27 16:01:24,77,False
2023-12-27 16:01:25,80,False
2023-12-27 16:01:26,81,False
2023-12-27 16:01:27,80,False
2023-12-27 16:01:28,81,False
2023-12-27 16:01:29,82,False
2023-12-27 16:01:30,84,False
2023-12-27 16:01:32,85,False
2023-12-27 16:01:33,86,False
2023-12-27 16:01:38,87,False
2023-12-27 16:01:40,88,False
2023-12-27 16:01:41,87,False
2023-12-27 16:01:42,86,False
